"","performance_id","analysisId","modelOrigin","recalibrationPeriod","featureSet","devPeriod","startDate","endDate","periodMidpoint","devStartDate","devEndDate","wDev","wRecal","targetId","outcomeId","targetName","outcomeName","fullName","legendLabel","AUROC","populationSize","outcomeCount","Eavg","meanPrediction","observedRisk","observedMeanDiff"
"28",11,"dev","New Covid",NA,"Parsimonious","Full Year 2020 (Sampled)",2020-01-01,2020-12-31,2020-07-01,2020-01-01,2020-12-31,"12m_150k",NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | New Covid | Full Year 2020 (Sampled)","covidI",0.797364275707584,35778,3033,0.00277397954576006,0.0842801041569726,0.0847727653865504,0.000492661229577807
"29",12,"val_original","Original Influenza",NA,"Full",NA,2020-01-01,2020-03-31,2020-02-15,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | Original Influenza","dataDrivenF",0.710834174814669,2156,19,0.0140131656121765,0.0225325095002712,0.0088126159554731,-0.0137198935447981
"30",1,"val_original","Original Influenza",NA,"Parsimonious",NA,2020-01-01,2020-03-31,2020-02-15,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | Original Influenza","coverF",0.761113710809546,2156,19,0.00426109089798508,0.000127277240486792,0.0088126159554731,0.00868533871498631
"31",24,"val_original","Original Influenza",NA,"Full",NA,2020-01-01,2020-03-31,2020-02-15,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | Original Influenza","dataDrivenH",0.714531075775606,2149,779,0.339238712688893,0.0102316325889476,0.362494183341089,0.352262550752141
"32",22,"val_original","Original Influenza",NA,"Parsimonious",NA,2020-01-01,2020-03-31,2020-02-15,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | Original Influenza","coverH",0.748817499508072,2149,779,0.250281442031783,0.000401719238216419,0.362494183341089,0.362092464102873
"33",54,"val_original","Original Influenza",NA,"Full",NA,2020-01-01,2020-03-31,2020-02-15,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | Original Influenza","dataDrivenI",0.73432944606414,2034,662,0.24632475905158,0.0686464580098879,0.325467059980334,0.256820601970446
"34",53,"val_original","Original Influenza",NA,"Parsimonious",NA,2020-01-01,2020-03-31,2020-02-15,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | Original Influenza","coverI",0.735707349405019,2034,662,0.238268706333312,0.0116071155990844,0.325467059980334,0.31385994438125
"35",34,"val_original","Original Influenza",NA,"Full",NA,2020-04-01,2020-06-30,2020-05-16,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | Original Influenza","dataDrivenF",0.752135181322646,59326,2245,0.0176348874545404,0.0205608859948364,0.0378417557226174,0.017280869727781
"36",23,"val_original","Original Influenza",NA,"Parsimonious",NA,2020-04-01,2020-06-30,2020-05-16,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | Original Influenza","coverF",0.790468368534551,59326,2245,0.01264623175559,3.57575159197848e-05,0.0378417557226174,0.0378059982066976
"37",26,"val_original","Original Influenza",NA,"Full",NA,2020-04-01,2020-06-30,2020-05-16,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | Original Influenza","dataDrivenH",0.700200133905221,59225,7121,0.0913480445456648,0.0106672999708397,0.120236386661038,0.109569086690198
"38",25,"val_original","Original Influenza",NA,"Parsimonious",NA,2020-04-01,2020-06-30,2020-05-16,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | Original Influenza","coverH",0.74112910255882,59225,7121,0.0686624547258447,0.000226867638656139,0.120236386661038,0.120009519022382
"39",57,"val_original","Original Influenza",NA,"Full",NA,2020-04-01,2020-06-30,2020-05-16,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | Original Influenza","dataDrivenI",0.745536704664364,55992,5470,0.0441105761087206,0.0591535628318018,0.0976925275039291,0.0385389646721273
"40",55,"val_original","Original Influenza",NA,"Parsimonious",NA,2020-04-01,2020-06-30,2020-05-16,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | Original Influenza","coverI",0.745123066918121,55992,5470,0.0585684586330205,0.00959601110170839,0.0976925275039291,0.0880965164022207
"41",56,"val_original","Original Influenza",NA,"Full",NA,2020-07-01,2020-09-30,2020-08-16,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | Original Influenza","dataDrivenF",0.821022150946327,107003,1877,0.00458340493096898,0.0158907488012075,0.0175415642552078,0.0016508154540003
"42",45,"val_original","Original Influenza",NA,"Parsimonious",NA,2020-07-01,2020-09-30,2020-08-16,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | Original Influenza","coverF",0.842185559179455,107003,1877,0.00241642464112334,1.6470478449685e-05,0.0175415642552078,0.0175250937767581
"43",28,"val_original","Original Influenza",NA,"Full",NA,2020-07-01,2020-09-30,2020-08-16,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | Original Influenza","dataDrivenH",0.750549114976344,106704,10245,0.102485603684277,0.00669184374662887,0.0960132703553756,0.0893214266087467
"44",27,"val_original","Original Influenza",NA,"Parsimonious",NA,2020-07-01,2020-09-30,2020-08-16,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | Original Influenza","coverH",0.794701647919951,106704,10245,0.0355384341962919,0.00013588100922632,0.0960132703553756,0.0958773893461493
"45",59,"val_original","Original Influenza",NA,"Full",NA,2020-07-01,2020-09-30,2020-08-16,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | Original Influenza","dataDrivenI",0.78852908725881,102193,7998,0.0352806302253348,0.0447778286189759,0.0782636775513,0.0334858489323241
"46",58,"val_original","Original Influenza",NA,"Parsimonious",NA,2020-07-01,2020-09-30,2020-08-16,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | Original Influenza","coverI",0.790392357630785,102193,7998,0.0352067398361406,0.00632308499749393,0.0782636775513,0.0719405925538061
"47",78,"val_original","Original Influenza",NA,"Full",NA,2020-10-01,2020-12-31,2020-11-16,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | Original Influenza","dataDrivenF",0.813100607194528,274839,4160,0.00276943992511156,0.0154795179213928,0.0151361342458676,-0.000343383675525201
"48",67,"val_original","Original Influenza",NA,"Parsimonious",NA,2020-10-01,2020-12-31,2020-11-16,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | Original Influenza","coverF",0.849250204240646,274839,4160,0.00165264857939065,1.56672898189478e-05,0.0151361342458676,0.0151204669560487
"49",30,"val_original","Original Influenza",NA,"Full",NA,2020-10-01,2020-12-31,2020-11-16,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | Original Influenza","dataDrivenH",0.773318641699444,274161,26677,0.103759922524443,0.00653824321547843,0.097304138808948,0.0907658955934696
"50",29,"val_original","Original Influenza",NA,"Parsimonious",NA,2020-10-01,2020-12-31,2020-11-16,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | Original Influenza","coverH",0.811621687218627,274161,26677,0.0347358401898305,0.000138285108403307,0.097304138808948,0.0971658537005447
"51",61,"val_original","Original Influenza",NA,"Full",NA,2020-10-01,2020-12-31,2020-11-16,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | Original Influenza","dataDrivenI",0.801330814044641,262966,20740,0.0348403040894483,0.0447191769277858,0.0788695116478936,0.0341503347201078
"52",60,"val_original","Original Influenza",NA,"Parsimonious",NA,2020-10-01,2020-12-31,2020-11-16,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | Original Influenza","coverI",0.802783693557427,262966,20740,0.0339939754658147,0.00615461155803995,0.0788695116478936,0.0727149000898537
"53",2,"val_original","Original Influenza",NA,"Full",NA,2021-01-01,2021-03-31,2021-02-14,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | Original Influenza","dataDrivenF",0.805970212044359,204876,3465,0.00383776893341117,0.0150271552538778,0.0169126691266913,0.0018855138728135
"54",84,"val_original","Original Influenza",NA,"Parsimonious",NA,2021-01-01,2021-03-31,2021-02-14,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | Original Influenza","coverF",0.852594202590479,204876,3465,0.00174633314284432,1.03524642698353e-05,0.0169126691266913,0.0169023166624215
"55",32,"val_original","Original Influenza",NA,"Full",NA,2021-01-01,2021-03-31,2021-02-14,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | Original Influenza","dataDrivenH",0.768021095062948,203927,20299,0.106028315479696,0.00563848097851466,0.0995405218534083,0.0939020408748936
"56",31,"val_original","Original Influenza",NA,"Parsimonious",NA,2021-01-01,2021-03-31,2021-02-14,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | Original Influenza","coverH",0.804525300554604,203927,20299,0.0367629791702733,0.000111085070881053,0.0995405218534083,0.0994294367825272
"57",63,"val_original","Original Influenza",NA,"Full",NA,2021-01-01,2021-03-31,2021-02-14,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | Original Influenza","dataDrivenI",0.799151373029957,196633,16036,0.0372385761116458,0.0445008884667341,0.0815529438090249,0.0370520553422908
"58",62,"val_original","Original Influenza",NA,"Parsimonious",NA,2021-01-01,2021-03-31,2021-02-14,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | Original Influenza","coverI",0.796901767310312,196633,16036,0.0347947800336923,0.0056023766550377,0.0815529438090249,0.0759505671539872
"59",4,"val_original","Original Influenza",NA,"Full",NA,2021-04-01,2021-06-30,2021-05-16,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | Original Influenza","dataDrivenF",0.83257701247185,63455,654,0.00331446866486328,0.0135693540509681,0.0103065164289654,-0.0032628376220027
"60",3,"val_original","Original Influenza",NA,"Parsimonious",NA,2021-04-01,2021-06-30,2021-05-16,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | Original Influenza","coverF",0.853040637026028,63455,654,0.00138089366499901,1.48398329346651e-05,0.0103065164289654,0.0102916765960307
"61",35,"val_original","Original Influenza",NA,"Full",NA,2021-04-01,2021-06-30,2021-05-16,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | Original Influenza","dataDrivenH",0.714273830825303,62503,6629,0.11465210741251,0.00461516484056114,0.10605890917236,0.101443744331799
"62",33,"val_original","Original Influenza",NA,"Parsimonious",NA,2021-04-01,2021-06-30,2021-05-16,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | Original Influenza","coverH",0.756064911594263,62503,6629,0.0509963634474168,9.13569444697194e-05,0.10605890917236,0.10596755222789
"63",65,"val_original","Original Influenza",NA,"Full",NA,2021-04-01,2021-06-30,2021-05-16,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | Original Influenza","dataDrivenI",0.746706823794619,60414,5305,0.0496811444337488,0.0386655119361568,0.0878107723375377,0.0491452604013809
"64",64,"val_original","Original Influenza",NA,"Parsimonious",NA,2021-04-01,2021-06-30,2021-05-16,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | Original Influenza","coverI",0.744698534131201,60414,5305,0.0476095423994404,0.00373636522645052,0.0878107723375377,0.0840744071110872
"65",6,"val_original","Original Influenza",NA,"Full",NA,2021-07-01,2021-09-30,2021-08-16,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | Original Influenza","dataDrivenF",0.820444299216869,197608,3019,0.00363319331955088,0.0138347893336423,0.0152777215497348,0.0014429322160925
"66",5,"val_original","Original Influenza",NA,"Parsimonious",NA,2021-07-01,2021-09-30,2021-08-16,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | Original Influenza","coverF",0.826077215317452,197608,3019,0.00316537669814482,9.94953712882847e-06,0.0152777215497348,0.015267772012606
"67",37,"val_original","Original Influenza",NA,"Full",NA,2021-07-01,2021-09-30,2021-08-16,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | Original Influenza","dataDrivenH",0.717896765717504,195921,22207,0.116969772094953,0.00481417270644267,0.113346706070304,0.108532533363861
"68",36,"val_original","Original Influenza",NA,"Parsimonious",NA,2021-07-01,2021-09-30,2021-08-16,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | Original Influenza","coverH",0.747696172332818,195921,22207,0.0593572691903741,9.42596558533105e-05,0.113346706070304,0.113252446414451
"69",68,"val_original","Original Influenza",NA,"Full",NA,2021-07-01,2021-09-30,2021-08-16,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | Original Influenza","dataDrivenI",0.740607586973294,189265,18404,0.0557968581794044,0.0404337266803949,0.0972393205294164,0.0568055938490215
"70",66,"val_original","Original Influenza",NA,"Parsimonious",NA,2021-07-01,2021-09-30,2021-08-16,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | Original Influenza","coverI",0.730678228924106,189265,18404,0.05714928962559,0.00472027476376111,0.0972393205294164,0.0925190457656553
"71",8,"val_original","Original Influenza",NA,"Full",NA,2021-10-01,2021-12-31,2021-11-16,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | Original Influenza","dataDrivenF",0.828870085851245,228759,2260,0.0031632680130349,0.0130945571813522,0.0098793927233464,-0.0032151644580058
"72",7,"val_original","Original Influenza",NA,"Parsimonious",NA,2021-10-01,2021-12-31,2021-11-16,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | Original Influenza","coverF",0.845902301742956,228759,2260,0.00157528797577906,6.83337045767248e-06,0.0098793927233464,0.00987255935288873
"73",39,"val_original","Original Influenza",NA,"Full",NA,2021-10-01,2021-12-31,2021-11-16,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | Original Influenza","dataDrivenH",0.774715245987971,226970,17174,0.0811792866590247,0.00468977006987976,0.0756663876283209,0.0709766175584411
"74",38,"val_original","Original Influenza",NA,"Parsimonious",NA,2021-10-01,2021-12-31,2021-11-16,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | Original Influenza","coverH",0.794795950948822,226970,17174,0.0280794749749016,8.35466346840193e-05,0.0756663876283209,0.0755828409936369
"75",70,"val_original","Original Influenza",NA,"Full",NA,2021-10-01,2021-12-31,2021-11-16,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Full | Original Influenza","dataDrivenI",0.791849251801479,219660,13840,0.0250718761276587,0.0387596434648801,0.0630064645361012,0.0242468210712211
"76",69,"val_original","Original Influenza",NA,"Parsimonious",NA,2021-10-01,2021-12-31,2021-11-16,NA,NA,NA,NA,31,13,"CovidNew","RespiratoryFailure","CovidNew-RespiratoryFailure | Parsimonious | Original Influenza","coverI",0.773804761919473,219660,13840,0.0300374325397068,0.0041287392576008,0.0630064645361012,0.0588777252785004
"77",10,"val_original","Original Influenza",NA,"Full",NA,2022-01-01,2022-03-31,2022-02-14,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Full | Original Influenza","dataDrivenF",0.798759541706621,346919,3820,0.00484867301207379,0.0157133774133428,0.011011215874599,-0.0047021615387438
"78",9,"val_original","Original Influenza",NA,"Parsimonious",NA,2022-01-01,2022-03-31,2022-02-14,NA,NA,NA,NA,31,11,"CovidNew","Fatality","CovidNew-Fatality | Parsimonious | Original Influenza","coverF",0.830958635738812,346919,3820,0.00175058818400386,1.26439620827386e-05,0.011011215874599,0.0109985719125163
"79",41,"val_original","Original Influenza",NA,"Full",NA,2022-01-01,2022-03-31,2022-02-14,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Full | Original Influenza","dataDrivenH",0.7956685897622,344219,19552,0.0567718026378579,0.00605584215086268,0.0568010481699151,0.0507452060190524
"80",40,"val_original","Original Influenza",NA,"Parsimonious",NA,2022-01-01,2022-03-31,2022-02-14,NA,NA,NA,NA,31,14,"CovidNew","Hospitalization","CovidNew-Hospitalization | Parsimonious | Original Influenza","coverH",0.818468874519029,344219,19552,0.0178341529744213,0.000118179284089878,0.0568010481699151,0.0566828688858252
